"Area","MTU","Biomass - Actual Aggregated [MW]","Energy storage - Actual Aggregated [MW]","Fossil Brown coal/Lignite - Actual Aggregated [MW]","Fossil Coal-derived gas - Actual Aggregated [MW]","Fossil Gas - Actual Aggregated [MW]","Fossil Hard coal - Actual Aggregated [MW]","Fossil Oil - Actual Aggregated [MW]","Fossil Oil shale - Actual Aggregated [MW]","Fossil Peat - Actual Aggregated [MW]","Geothermal - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Consumption [MW]","Hydro Run-of-river and poundage - Actual Aggregated [MW]","Hydro Water Reservoir - Actual Aggregated [MW]","Marine - Actual Aggregated [MW]","Nuclear - Actual Aggregated [MW]","Other - Actual Aggregated [MW]","Other renewable - Actual Aggregated [MW]","Solar - Actual Aggregated [MW]","Waste - Actual Aggregated [MW]","Wind Offshore - Actual Aggregated [MW]","Wind Onshore - Actual Aggregated [MW]"
"BZN|SI","02.01.2022 15:00 - 02.01.2022 16:00 (CET/CEST)","7","n/e","180","n/e","56","n/e","0","n/e","n/e","n/e","90","","408","n/e","n/e","694","n/e","n/e","7","11","n/e","0"
"BZN|SI","02.01.2022 16:00 - 02.01.2022 17:00 (CET/CEST)","7","n/e","187","n/e","57","n/e","0","n/e","n/e","n/e","175","","658","n/e","n/e","694","n/e","n/e","1","11","n/e","0"
"BZN|SI","02.01.2022 17:00 - 02.01.2022 18:00 (CET/CEST)","7","n/e","190","n/e","59","n/e","0","n/e","n/e","n/e","153","","700","n/e","n/e","694","n/e","n/e","0","11","n/e","0"
"BZN|SI","02.01.2022 18:00 - 02.01.2022 19:00 (CET/CEST)","7","n/e","215","n/e","59","n/e","0","n/e","n/e","n/e","175","","731","n/e","n/e","693","n/e","n/e","0","11","n/e","0"
"BZN|SI","02.01.2022 19:00 - 02.01.2022 20:00 (CET/CEST)","7","n/e","207","n/e","58","n/e","0","n/e","n/e","n/e","161","","653","n/e","n/e","694","n/e","n/e","0","11","n/e","0"
"BZN|SI","02.01.2022 20:00 - 02.01.2022 21:00 (CET/CEST)","7","n/e","201","n/e","57","n/e","0","n/e","n/e","n/e","1","","507","n/e","n/e","694","n/e","n/e","0","11","n/e","0"
"BZN|SI","02.01.2022 21:00 - 02.01.2022 22:00 (CET/CEST)","7","n/e","201","n/e","57","n/e","0","n/e","n/e","n/e","0","","401","n/e","n/e","693","n/e","n/e","0","11","n/e","0"
"BZN|SI","02.01.2022 22:00 - 02.01.2022 23:00 (CET/CEST)","7","n/e","258","n/e","58","n/e","0","n/e","n/e","n/e","0","","285","n/e","n/e","693","n/e","n/e","0","12","n/e","0"
"BZN|SI","02.01.2022 23:00 - 03.01.2022 00:00 (CET/CEST)","7","n/e","289","n/e","55","n/e","0","n/e","n/e","n/e","0","","191","n/e","n/e","694","n/e","n/e","0","11","n/e","0"
"BZN|SI","03.01.2022 00:00 - 03.01.2022 01:00 (CET/CEST)","7","n/e","284","n/e","51","n/e","0","n/e","n/e","n/e","0","","102","n/e","n/e","694","n/e","n/e","0","12","n/e","0"
"BZN|SI","03.01.2022 01:00 - 03.01.2022 02:00 (CET/CEST)","7","n/e","282","n/e","55","n/e","0","n/e","n/e","n/e","0","","96","n/e","n/e","693","n/e","n/e","0","11","n/e","0"
"BZN|SI","03.01.2022 02:00 - 03.01.2022 03:00 (CET/CEST)","7","n/e","281","n/e","53","n/e","0","n/e","n/e","n/e","0","","99","n/e","n/e","693","n/e","n/e","0","11","n/e","0"
"BZN|SI","03.01.2022 03:00 - 03.01.2022 04:00 (CET/CEST)","7","n/e","267","n/e","54","n/e","0","n/e","n/e","n/e","0","","100","n/e","n/e","693","n/e","n/e","0","11","n/e","0"
"BZN|SI","03.01.2022 04:00 - 03.01.2022 05:00 (CET/CEST)","7","n/e","269","n/e","56","n/e","0","n/e","n/e","n/e","0","","96","n/e","n/e","693","n/e","n/e","0","11","n/e","0"
"BZN|SI","03.01.2022 05:00 - 03.01.2022 06:00 (CET/CEST)","7","n/e","372","n/e","58","n/e","0","n/e","n/e","n/e","0","","94","n/e","n/e","693","n/e","n/e","0","11","n/e","0"
"BZN|SI","03.01.2022 06:00 - 03.01.2022 07:00 (CET/CEST)","7","n/e","470","n/e","56","n/e","0","n/e","n/e","n/e","0","","108","n/e","n/e","693","n/e","n/e","0","11","n/e","0"
"BZN|SI","03.01.2022 07:00 - 03.01.2022 08:00 (CET/CEST)","7","n/e","462","n/e","56","n/e","0","n/e","n/e","n/e","0","","177","n/e","n/e","693","n/e","n/e","0","12","n/e","0"
"BZN|SI","03.01.2022 08:00 - 03.01.2022 09:00 (CET/CEST)","7","n/e","425","n/e","56","n/e","0","n/e","n/e","n/e","0","","325","n/e","n/e","693","n/e","n/e","8","11","n/e","0"
"BZN|SI","03.01.2022 09:00 - 03.01.2022 10:00 (CET/CEST)","7","n/e","429","n/e","56","n/e","0","n/e","n/e","n/e","0","","249","n/e","n/e","693","n/e","n/e","27","12","n/e","0"
"BZN|SI","03.01.2022 10:00 - 03.01.2022 11:00 (CET/CEST)","7","n/e","433","n/e","58","n/e","0","n/e","n/e","n/e","0","","397","n/e","n/e","693","n/e","n/e","45","11","n/e","0"
"BZN|SI","03.01.2022 11:00 - 03.01.2022 12:00 (CET/CEST)","7","n/e","431","n/e","59","n/e","0","n/e","n/e","n/e","0","","346","n/e","n/e","694","n/e","n/e","56","11","n/e","0"
"BZN|SI","03.01.2022 12:00 - 03.01.2022 13:00 (CET/CEST)","7","n/e","414","n/e","58","n/e","0","n/e","n/e","n/e","0","","325","n/e","n/e","693","n/e","n/e","54","11","n/e","0"
"BZN|SI","03.01.2022 13:00 - 03.01.2022 14:00 (CET/CEST)","7","n/e","390","n/e","57","n/e","0","n/e","n/e","n/e","0","","300","n/e","n/e","694","n/e","n/e","39","10","n/e","0"
"BZN|SI","03.01.2022 14:00 - 03.01.2022 15:00 (CET/CEST)","7","n/e","490","n/e","56","n/e","0","n/e","n/e","n/e","1","","327","n/e","n/e","694","n/e","n/e","24","11","n/e","0"
"BZN|SI","03.01.2022 15:00 - 03.01.2022 16:00 (CET/CEST)","7","n/e","505","n/e","57","n/e","0","n/e","n/e","n/e","92","","556","n/e","n/e","694","n/e","n/e","7","10","n/e","0"
"BZN|SI","03.01.2022 16:00 - 03.01.2022 17:00 (CET/CEST)","7","n/e","525","n/e","57","n/e","0","n/e","n/e","n/e","149","","685","n/e","n/e","694","n/e","n/e","1","11","n/e","0"
"BZN|SI","03.01.2022 17:00 - 03.01.2022 18:00 (CET/CEST)","7","n/e","534","n/e","59","n/e","0","n/e","n/e","n/e","159","","734","n/e","n/e","693","n/e","n/e","0","11","n/e","0"
"BZN|SI","03.01.2022 18:00 - 03.01.2022 19:00 (CET/CEST)","7","n/e","563","n/e","59","n/e","0","n/e","n/e","n/e","169","","714","n/e","n/e","693","n/e","n/e","0","11","n/e","0"
"BZN|SI","03.01.2022 19:00 - 03.01.2022 20:00 (CET/CEST)","7","n/e","564","n/e","56","n/e","0","n/e","n/e","n/e","169","","648","n/e","n/e","694","n/e","n/e","0","11","n/e","0"
"BZN|SI","03.01.2022 20:00 - 03.01.2022 21:00 (CET/CEST)","7","n/e","564","n/e","56","n/e","0","n/e","n/e","n/e","1","","529","n/e","n/e","694","n/e","n/e","1","11","n/e","0"
"BZN|SI","03.01.2022 21:00 - 03.01.2022 22:00 (CET/CEST)","7","n/e","545","n/e","57","n/e","0","n/e","n/e","n/e","0","","408","n/e","n/e","693","n/e","n/e","0","12","n/e","0"
"BZN|SI","03.01.2022 22:00 - 03.01.2022 23:00 (CET/CEST)","7","n/e","417","n/e","58","n/e","0","n/e","n/e","n/e","0","","260","n/e","n/e","693","n/e","n/e","0","12","n/e","0"
"BZN|SI","03.01.2022 23:00 - 04.01.2022 00:00 (CET/CEST)","7","n/e","326","n/e","55","n/e","0","n/e","n/e","n/e","0","","171","n/e","n/e","694","n/e","n/e","0","11","n/e","0"
"BZN|SI","04.01.2022 00:00 - 04.01.2022 01:00 (CET/CEST)","7","n/e","328","n/e","52","n/e","0","n/e","n/e","n/e","0","","105","n/e","n/e","694","n/e","n/e","0","11","n/e","0"
"BZN|SI","04.01.2022 01:00 - 04.01.2022 02:00 (CET/CEST)","7","n/e","332","n/e","55","n/e","0","n/e","n/e","n/e","0","","101","n/e","n/e","693","n/e","n/e","0","11","n/e","0"
"BZN|SI","04.01.2022 02:00 - 04.01.2022 03:00 (CET/CEST)","7","n/e","343","n/e","56","n/e","0","n/e","n/e","n/e","0","","102","n/e","n/e","693","n/e","n/e","0","11","n/e","0"
"BZN|SI","04.01.2022 03:00 - 04.01.2022 04:00 (CET/CEST)","7","n/e","343","n/e","54","n/e","0","n/e","n/e","n/e","0","","103","n/e","n/e","694","n/e","n/e","0","11","n/e","0"
"BZN|SI","04.01.2022 04:00 - 04.01.2022 05:00 (CET/CEST)","7","n/e","345","n/e","56","n/e","0","n/e","n/e","n/e","0","","103","n/e","n/e","694","n/e","n/e","0","11","n/e","0"
"BZN|SI","04.01.2022 05:00 - 04.01.2022 06:00 (CET/CEST)","7","n/e","423","n/e","57","n/e","0","n/e","n/e","n/e","0","","103","n/e","n/e","694","n/e","n/e","0","11","n/e","0"
"BZN|SI","04.01.2022 06:00 - 04.01.2022 07:00 (CET/CEST)","7","n/e","522","n/e","57","n/e","0","n/e","n/e","n/e","0","","158","n/e","n/e","693","n/e","n/e","0","11","n/e","0"
"BZN|SI","04.01.2022 07:00 - 04.01.2022 08:00 (CET/CEST)","7","n/e","556","n/e","57","n/e","0","n/e","n/e","n/e","0","","452","n/e","n/e","693","n/e","n/e","0","11","n/e","0"
"BZN|SI","04.01.2022 08:00 - 04.01.2022 09:00 (CET/CEST)","7","n/e","555","n/e","56","n/e","0","n/e","n/e","n/e","145","","618","n/e","n/e","694","n/e","n/e","7","11","n/e","0"
"BZN|SI","04.01.2022 09:00 - 04.01.2022 10:00 (CET/CEST)","7","n/e","555","n/e","63","n/e","0","n/e","n/e","n/e","91","","577","n/e","n/e","694","n/e","n/e","24","11","n/e","0"
"BZN|SI","04.01.2022 10:00 - 04.01.2022 11:00 (CET/CEST)","7","n/e","555","n/e","64","n/e","0","n/e","n/e","n/e","0","","611","n/e","n/e","694","n/e","n/e","35","11","n/e","0"
"BZN|SI","04.01.2022 11:00 - 04.01.2022 12:00 (CET/CEST)","7","n/e","556","n/e","64","n/e","0","n/e","n/e","n/e","102","","559","n/e","n/e","694","n/e","n/e","42","11","n/e","0"
"BZN|SI","04.01.2022 12:00 - 04.01.2022 13:00 (CET/CEST)","7","n/e","555","n/e","67","n/e","0","n/e","n/e","n/e","151","","480","n/e","n/e","694","n/e","n/e","44","11","n/e","0"
"BZN|SI","04.01.2022 13:00 - 04.01.2022 14:00 (CET/CEST)","7","n/e","555","n/e","62","n/e","0","n/e","n/e","n/e","5","","432","n/e","n/e","694","n/e","n/e","35","11","n/e","0"
"BZN|SI","04.01.2022 14:00 - 04.01.2022 15:00 (CET/CEST)","7","n/e","555","n/e","61","n/e","0","n/e","n/e","n/e","123","","416","n/e","n/e","694","n/e","n/e","22","11","n/e","0"
"BZN|SI","04.01.2022 15:00 - 04.01.2022 16:00 (CET/CEST)","7","n/e","555","n/e","62","n/e","0","n/e","n/e","n/e","128","","413","n/e","n/e","694","n/e","n/e","7","11","n/e","0"
"BZN|SI","04.01.2022 16:00 - 04.01.2022 17:00 (CET/CEST)","7","n/e","554","n/e","62","n/e","0","n/e","n/e","n/e","100","","483","n/e","n/e","694","n/e","n/e","1","11","n/e","0"
"BZN|SI","04.01.2022 17:00 - 04.01.2022 18:00 (CET/CEST)","7","n/e","554","n/e","63","n/e","0","n/e","n/e","n/e","129","","612","n/e","n/e","694","n/e","n/e","0","11","n/e","0"
"BZN|SI","04.01.2022 18:00 - 04.01.2022 19:00 (CET/CEST)","7","n/e","552","n/e","64","n/e","0","n/e","n/e","n/e","91","","558","n/e","n/e","694","n/e","n/e","0","12","n/e","0"
"BZN|SI","04.01.2022 19:00 - 04.01.2022 20:00 (CET/CEST)","7","n/e","554","n/e","61","n/e","0","n/e","n/e","n/e","0","","472","n/e","n/e","693","n/e","n/e","0","12","n/e","0"
"BZN|SI","04.01.2022 20:00 - 04.01.2022 21:00 (CET/CEST)","7","n/e","524","n/e","60","n/e","0","n/e","n/e","n/e","0","","312","n/e","n/e","693","n/e","n/e","1","12","n/e","0"
"BZN|SI","04.01.2022 21:00 - 04.01.2022 22:00 (CET/CEST)","7","n/e","539","n/e","61","n/e","0","n/e","n/e","n/e","0","","232","n/e","n/e","694","n/e","n/e","0","11","n/e","0"
"BZN|SI","04.01.2022 22:00 - 04.01.2022 23:00 (CET/CEST)","7","n/e","514","n/e","62","n/e","0","n/e","n/e","n/e","0","","157","n/e","n/e","694","n/e","n/e","0","11","n/e","0"
"BZN|SI","04.01.2022 23:00 - 05.01.2022 00:00 (CET/CEST)","7","n/e","412","n/e","59","n/e","0","n/e","n/e","n/e","0","","147","n/e","n/e","694","n/e","n/e","0","12","n/e","0"
"BZN|SI","05.01.2022 00:00 - 05.01.2022 01:00 (CET/CEST)","7","n/e","325","n/e","60","n/e","0","n/e","n/e","n/e","0","","141","n/e","n/e","694","n/e","n/e","0","11","n/e","0"
"BZN|SI","05.01.2022 01:00 - 05.01.2022 02:00 (CET/CEST)","7","n/e","283","n/e","64","n/e","0","n/e","n/e","n/e","0","","141","n/e","n/e","694","n/e","n/e","0","11","n/e","0"
"BZN|SI","05.01.2022 02:00 - 05.01.2022 03:00 (CET/CEST)","7","n/e","272","n/e","63","n/e","0","n/e","n/e","n/e","0","","140","n/e","n/e","694","n/e","n/e","0","11","n/e","0"
"BZN|SI","05.01.2022 03:00 - 05.01.2022 04:00 (CET/CEST)","7","n/e","280","n/e","63","n/e","0","n/e","n/e","n/e","0","","139","n/e","n/e","694","n/e","n/e","0","10","n/e","0"
"BZN|SI","05.01.2022 04:00 - 05.01.2022 05:00 (CET/CEST)","7","n/e","340","n/e","64","n/e","0","n/e","n/e","n/e","0","","126","n/e","n/e","694","n/e","n/e","0","11","n/e","0"
"BZN|SI","05.01.2022 05:00 - 05.01.2022 06:00 (CET/CEST)","7","n/e","426","n/e","65","n/e","0","n/e","n/e","n/e","0","","130","n/e","n/e","693","n/e","n/e","0","10","n/e","0"
"BZN|SI","05.01.2022 06:00 - 05.01.2022 07:00 (CET/CEST)","7","n/e","521","n/e","65","n/e","0","n/e","n/e","n/e","0","","276","n/e","n/e","693","n/e","n/e","0","10","n/e","0"
"BZN|SI","05.01.2022 07:00 - 05.01.2022 08:00 (CET/CEST)","7","n/e","563","n/e","66","n/e","0","n/e","n/e","n/e","0","","341","n/e","n/e","693","n/e","n/e","0","10","n/e","0"
"BZN|SI","05.01.2022 08:00 - 05.01.2022 09:00 (CET/CEST)","7","n/e","565","n/e","65","n/e","0","n/e","n/e","n/e","0","","522","n/e","n/e","693","n/e","n/e","8","11","n/e","0"
"BZN|SI","05.01.2022 09:00 - 05.01.2022 10:00 (CET/CEST)","7","n/e","565","n/e","65","n/e","0","n/e","n/e","n/e","0","","537","n/e","n/e","693","n/e","n/e","24","10","n/e","0"
"BZN|SI","05.01.2022 10:00 - 05.01.2022 11:00 (CET/CEST)","7","n/e","565","n/e","66","n/e","0","n/e","n/e","n/e","0","","573","n/e","n/e","693","n/e","n/e","39","10","n/e","1"
"BZN|SI","05.01.2022 11:00 - 05.01.2022 12:00 (CET/CEST)","7","n/e","565","n/e","65","n/e","0","n/e","n/e","n/e","0","","606","n/e","n/e","694","n/e","n/e","43","10","n/e","0"
"BZN|SI","05.01.2022 12:00 - 05.01.2022 13:00 (CET/CEST)","7","n/e","559","n/e","65","n/e","0","n/e","n/e","n/e","0","","608","n/e","n/e","694","n/e","n/e","39","10","n/e","0"
"BZN|SI","05.01.2022 13:00 - 05.01.2022 14:00 (CET/CEST)","7","n/e","561","n/e","66","n/e","0","n/e","n/e","n/e","1","","633","n/e","n/e","693","n/e","n/e","24","10","n/e","1"
"BZN|SI","05.01.2022 14:00 - 05.01.2022 15:00 (CET/CEST)","6","n/e","554","n/e","65","n/e","0","n/e","n/e","n/e","91","","587","n/e","n/e","693","n/e","n/e","10","11","n/e","1"
"BZN|SI","05.01.2022 15:00 - 05.01.2022 16:00 (CET/CEST)","6","n/e","555","n/e","66","n/e","0","n/e","n/e","n/e","5","","625","n/e","n/e","694","n/e","n/e","3","10","n/e","1"
"BZN|SI","05.01.2022 16:00 - 05.01.2022 17:00 (CET/CEST)","6","n/e","553","n/e","66","n/e","0","n/e","n/e","n/e","1","","652","n/e","n/e","694","n/e","n/e","0","9","n/e","1"
"BZN|SI","05.01.2022 17:00 - 05.01.2022 18:00 (CET/CEST)","6","n/e","555","n/e","64","n/e","0","n/e","n/e","n/e","99","","670","n/e","n/e","693","n/e","n/e","0","10","n/e","1"
"BZN|SI","05.01.2022 18:00 - 05.01.2022 19:00 (CET/CEST)","6","n/e","533","n/e","63","n/e","0","n/e","n/e","n/e","0","","716","n/e","n/e","693","n/e","n/e","0","11","n/e","1"
"BZN|SI","05.01.2022 19:00 - 05.01.2022 20:00 (CET/CEST)","6","n/e","522","n/e","62","n/e","0","n/e","n/e","n/e","0","","732","n/e","n/e","693","n/e","n/e","0","11","n/e","2"
"BZN|SI","05.01.2022 20:00 - 05.01.2022 21:00 (CET/CEST)","6","n/e","520","n/e","62","n/e","0","n/e","n/e","n/e","0","","735","n/e","n/e","693","n/e","n/e","1","11","n/e","2"
"BZN|SI","05.01.2022 21:00 - 05.01.2022 22:00 (CET/CEST)","7","n/e","531","n/e","63","n/e","0","n/e","n/e","n/e","0","","735","n/e","n/e","693","n/e","n/e","0","11","n/e","2"
"BZN|SI","05.01.2022 22:00 - 05.01.2022 23:00 (CET/CEST)","7","n/e","426","n/e","64","n/e","0","n/e","n/e","n/e","0","","741","n/e","n/e","693","n/e","n/e","0","11","n/e","2"
"BZN|SI","05.01.2022 23:00 - 06.01.2022 00:00 (CET/CEST)","7","n/e","342","n/e","61","n/e","0","n/e","n/e","n/e","0","","725","n/e","n/e","693","n/e","n/e","0","11","n/e","2"
"BZN|SI","06.01.2022 00:00 - 06.01.2022 01:00 (CET/CEST)","7","n/e","329","n/e","61","n/e","0","n/e","n/e","n/e","0","","616","n/e","n/e","693","n/e","n/e","0","11","n/e","2"
