"Area","MTU","Biomass - Actual Aggregated [MW]","Energy storage - Actual Aggregated [MW]","Fossil Brown coal/Lignite - Actual Aggregated [MW]","Fossil Coal-derived gas - Actual Aggregated [MW]","Fossil Gas - Actual Aggregated [MW]","Fossil Hard coal - Actual Aggregated [MW]","Fossil Oil - Actual Aggregated [MW]","Fossil Oil shale - Actual Aggregated [MW]","Fossil Peat - Actual Aggregated [MW]","Geothermal - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Consumption [MW]","Hydro Run-of-river and poundage - Actual Aggregated [MW]","Hydro Water Reservoir - Actual Aggregated [MW]","Marine - Actual Aggregated [MW]","Nuclear - Actual Aggregated [MW]","Other - Actual Aggregated [MW]","Other renewable - Actual Aggregated [MW]","Solar - Actual Aggregated [MW]","Waste - Actual Aggregated [MW]","Wind Offshore - Actual Aggregated [MW]","Wind Onshore - Actual Aggregated [MW]"
"BZN|SI","03.01.2024 16:00 - 03.01.2024 17:00 (CET/CEST)","5","n/e","422","n/e","0","n/e","0","n/e","n/e","n/e","0","","788","n/e","n/e","699","n/e","n/e","0","8","n/e","0"
"BZN|SI","03.01.2024 17:00 - 03.01.2024 18:00 (CET/CEST)","5","n/e","496","n/e","0","n/e","0","n/e","n/e","n/e","0","","780","n/e","n/e","699","n/e","n/e","0","8","n/e","0"
"BZN|SI","03.01.2024 18:00 - 03.01.2024 19:00 (CET/CEST)","5","n/e","505","n/e","0","n/e","0","n/e","n/e","n/e","0","","782","n/e","n/e","699","n/e","n/e","0","8","n/e","0"
"BZN|SI","03.01.2024 19:00 - 03.01.2024 20:00 (CET/CEST)","5","n/e","505","n/e","0","n/e","0","n/e","n/e","n/e","0","","781","n/e","n/e","698","n/e","n/e","0","8","n/e","0"
"BZN|SI","03.01.2024 20:00 - 03.01.2024 21:00 (CET/CEST)","5","n/e","415","n/e","0","n/e","0","n/e","n/e","n/e","0","","730","n/e","n/e","698","n/e","n/e","0","8","n/e","0"
"BZN|SI","03.01.2024 21:00 - 03.01.2024 22:00 (CET/CEST)","5","n/e","415","n/e","0","n/e","0","n/e","n/e","n/e","0","","684","n/e","n/e","699","n/e","n/e","0","8","n/e","0"
"BZN|SI","03.01.2024 22:00 - 03.01.2024 23:00 (CET/CEST)","5","n/e","318","n/e","0","n/e","0","n/e","n/e","n/e","0","","545","n/e","n/e","699","n/e","n/e","0","8","n/e","0"
"BZN|SI","03.01.2024 23:00 - 04.01.2024 00:00 (CET/CEST)","5","n/e","263","n/e","0","n/e","0","n/e","n/e","n/e","0","","376","n/e","n/e","699","n/e","n/e","0","8","n/e","0"
"BZN|SI","04.01.2024 00:00 - 04.01.2024 01:00 (CET/CEST)","5","n/e","255","n/e","0","n/e","0","n/e","n/e","n/e","0","","239","n/e","n/e","699","n/e","n/e","0","7","n/e","0"
"BZN|SI","04.01.2024 01:00 - 04.01.2024 02:00 (CET/CEST)","5","n/e","259","n/e","0","n/e","0","n/e","n/e","n/e","0","","162","n/e","n/e","698","n/e","n/e","0","7","n/e","0"
"BZN|SI","04.01.2024 02:00 - 04.01.2024 03:00 (CET/CEST)","5","n/e","254","n/e","0","n/e","0","n/e","n/e","n/e","0","","157","n/e","n/e","699","n/e","n/e","0","7","n/e","0"
"BZN|SI","04.01.2024 03:00 - 04.01.2024 04:00 (CET/CEST)","5","n/e","258","n/e","0","n/e","0","n/e","n/e","n/e","0","","158","n/e","n/e","699","n/e","n/e","0","7","n/e","0"
"BZN|SI","04.01.2024 04:00 - 04.01.2024 05:00 (CET/CEST)","5","n/e","267","n/e","0","n/e","0","n/e","n/e","n/e","0","","172","n/e","n/e","699","n/e","n/e","0","7","n/e","0"
"BZN|SI","04.01.2024 05:00 - 04.01.2024 06:00 (CET/CEST)","5","n/e","320","n/e","0","n/e","0","n/e","n/e","n/e","0","","233","n/e","n/e","698","n/e","n/e","0","7","n/e","0"
"BZN|SI","04.01.2024 06:00 - 04.01.2024 07:00 (CET/CEST)","5","n/e","405","n/e","0","n/e","0","n/e","n/e","n/e","0","","517","n/e","n/e","698","n/e","n/e","0","7","n/e","0"
"BZN|SI","04.01.2024 07:00 - 04.01.2024 08:00 (CET/CEST)","5","n/e","505","n/e","0","n/e","0","n/e","n/e","n/e","104","","630","n/e","n/e","698","n/e","n/e","0","7","n/e","0"
"BZN|SI","04.01.2024 08:00 - 04.01.2024 09:00 (CET/CEST)","5","n/e","521","n/e","0","n/e","0","n/e","n/e","n/e","99","","631","n/e","n/e","699","n/e","n/e","1","7","n/e","0"
"BZN|SI","04.01.2024 09:00 - 04.01.2024 10:00 (CET/CEST)","7","n/e","523","n/e","43","n/e","0","n/e","n/e","n/e","101","","669","n/e","n/e","700","n/e","n/e","43","9","n/e","0"
"BZN|SI","04.01.2024 10:00 - 04.01.2024 11:00 (CET/CEST)","7","n/e","492","n/e","43","n/e","0","n/e","n/e","n/e","0","","608","n/e","n/e","698","n/e","n/e","73","9","n/e","0"
"BZN|SI","04.01.2024 11:00 - 04.01.2024 12:00 (CET/CEST)","7","n/e","524","n/e","41","n/e","0","n/e","n/e","n/e","0","","575","n/e","n/e","698","n/e","n/e","94","9","n/e","0"
"BZN|SI","04.01.2024 12:00 - 04.01.2024 13:00 (CET/CEST)","7","n/e","528","n/e","42","n/e","0","n/e","n/e","n/e","0","","587","n/e","n/e","698","n/e","n/e","99","9","n/e","0"
"BZN|SI","04.01.2024 13:00 - 04.01.2024 14:00 (CET/CEST)","7","n/e","535","n/e","42","n/e","0","n/e","n/e","n/e","0","","597","n/e","n/e","698","n/e","n/e","84","9","n/e","0"
"BZN|SI","04.01.2024 14:00 - 04.01.2024 15:00 (CET/CEST)","7","n/e","540","n/e","42","n/e","0","n/e","n/e","n/e","0","","604","n/e","n/e","698","n/e","n/e","48","9","n/e","0"
"BZN|SI","04.01.2024 15:00 - 04.01.2024 16:00 (CET/CEST)","7","n/e","525","n/e","43","n/e","0","n/e","n/e","n/e","152","","632","n/e","n/e","698","n/e","n/e","17","9","n/e","1"
"BZN|SI","04.01.2024 16:00 - 04.01.2024 17:00 (CET/CEST)","7","n/e","535","n/e","43","n/e","0","n/e","n/e","n/e","155","","688","n/e","n/e","699","n/e","n/e","6","9","n/e","1"
"BZN|SI","04.01.2024 17:00 - 04.01.2024 18:00 (CET/CEST)","7","n/e","526","n/e","43","n/e","0","n/e","n/e","n/e","158","","726","n/e","n/e","699","n/e","n/e","1","9","n/e","1"
"BZN|SI","04.01.2024 18:00 - 04.01.2024 19:00 (CET/CEST)","7","n/e","535","n/e","42","n/e","0","n/e","n/e","n/e","162","","730","n/e","n/e","698","n/e","n/e","1","10","n/e","1"
"BZN|SI","04.01.2024 19:00 - 04.01.2024 20:00 (CET/CEST)","7","n/e","535","n/e","43","n/e","0","n/e","n/e","n/e","161","","723","n/e","n/e","698","n/e","n/e","6","10","n/e","0"
"BZN|SI","04.01.2024 20:00 - 04.01.2024 21:00 (CET/CEST)","7","n/e","536","n/e","42","n/e","0","n/e","n/e","n/e","4","","693","n/e","n/e","699","n/e","n/e","1","9","n/e","0"
"BZN|SI","04.01.2024 21:00 - 04.01.2024 22:00 (CET/CEST)","7","n/e","534","n/e","42","n/e","0","n/e","n/e","n/e","0","","657","n/e","n/e","699","n/e","n/e","1","9","n/e","0"
"BZN|SI","04.01.2024 22:00 - 04.01.2024 23:00 (CET/CEST)","7","n/e","534","n/e","41","n/e","0","n/e","n/e","n/e","0","","640","n/e","n/e","698","n/e","n/e","1","9","n/e","0"
"BZN|SI","04.01.2024 23:00 - 05.01.2024 00:00 (CET/CEST)","7","n/e","434","n/e","41","n/e","0","n/e","n/e","n/e","0","","603","n/e","n/e","698","n/e","n/e","2","10","n/e","1"
"BZN|SI","05.01.2024 00:00 - 05.01.2024 01:00 (CET/CEST)","7","n/e","324","n/e","39","n/e","0","n/e","n/e","n/e","0","","394","n/e","n/e","698","n/e","n/e","2","9","n/e","1"
"BZN|SI","05.01.2024 01:00 - 05.01.2024 02:00 (CET/CEST)","7","n/e","254","n/e","39","n/e","0","n/e","n/e","n/e","0","","257","n/e","n/e","698","n/e","n/e","3","9","n/e","1"
"BZN|SI","05.01.2024 02:00 - 05.01.2024 03:00 (CET/CEST)","7","n/e","251","n/e","41","n/e","0","n/e","n/e","n/e","0","","250","n/e","n/e","698","n/e","n/e","1","9","n/e","1"
"BZN|SI","05.01.2024 03:00 - 05.01.2024 04:00 (CET/CEST)","7","n/e","252","n/e","41","n/e","0","n/e","n/e","n/e","0","","252","n/e","n/e","698","n/e","n/e","2","9","n/e","1"
"BZN|SI","05.01.2024 04:00 - 05.01.2024 05:00 (CET/CEST)","7","n/e","312","n/e","41","n/e","0","n/e","n/e","n/e","0","","267","n/e","n/e","698","n/e","n/e","3","9","n/e","1"
"BZN|SI","05.01.2024 05:00 - 05.01.2024 06:00 (CET/CEST)","7","n/e","402","n/e","42","n/e","0","n/e","n/e","n/e","0","","360","n/e","n/e","698","n/e","n/e","2","9","n/e","1"
"BZN|SI","05.01.2024 06:00 - 05.01.2024 07:00 (CET/CEST)","7","n/e","514","n/e","42","n/e","0","n/e","n/e","n/e","0","","586","n/e","n/e","698","n/e","n/e","2","9","n/e","0"
"BZN|SI","05.01.2024 07:00 - 05.01.2024 08:00 (CET/CEST)","7","n/e","526","n/e","43","n/e","0","n/e","n/e","n/e","0","","692","n/e","n/e","697","n/e","n/e","3","9","n/e","0"
"BZN|SI","05.01.2024 08:00 - 05.01.2024 09:00 (CET/CEST)","7","n/e","532","n/e","43","n/e","0","n/e","n/e","n/e","91","","619","n/e","n/e","697","n/e","n/e","15","9","n/e","0"
"BZN|SI","05.01.2024 09:00 - 05.01.2024 10:00 (CET/CEST)","7","n/e","580","n/e","43","n/e","0","n/e","n/e","n/e","1","","685","n/e","n/e","697","n/e","n/e","43","9","n/e","1"
"BZN|SI","05.01.2024 10:00 - 05.01.2024 11:00 (CET/CEST)","7","n/e","580","n/e","45","n/e","0","n/e","n/e","n/e","0","","659","n/e","n/e","697","n/e","n/e","74","10","n/e","1"
"BZN|SI","05.01.2024 11:00 - 05.01.2024 12:00 (CET/CEST)","7","n/e","583","n/e","45","n/e","0","n/e","n/e","n/e","0","","622","n/e","n/e","698","n/e","n/e","56","9","n/e","0"
"BZN|SI","05.01.2024 12:00 - 05.01.2024 13:00 (CET/CEST)","7","n/e","582","n/e","46","n/e","0","n/e","n/e","n/e","0","","618","n/e","n/e","698","n/e","n/e","50","9","n/e","0"
"BZN|SI","05.01.2024 13:00 - 05.01.2024 14:00 (CET/CEST)","7","n/e","540","n/e","45","n/e","0","n/e","n/e","n/e","0","","616","n/e","n/e","698","n/e","n/e","41","9","n/e","0"
"BZN|SI","05.01.2024 14:00 - 05.01.2024 15:00 (CET/CEST)","7","n/e","536","n/e","44","n/e","0","n/e","n/e","n/e","0","","614","n/e","n/e","698","n/e","n/e","23","9","n/e","0"
"BZN|SI","05.01.2024 15:00 - 05.01.2024 16:00 (CET/CEST)","7","n/e","539","n/e","45","n/e","0","n/e","n/e","n/e","0","","621","n/e","n/e","698","n/e","n/e","8","9","n/e","0"
"BZN|SI","05.01.2024 16:00 - 05.01.2024 17:00 (CET/CEST)","7","n/e","525","n/e","46","n/e","0","n/e","n/e","n/e","0","","657","n/e","n/e","698","n/e","n/e","4","9","n/e","0"
"BZN|SI","05.01.2024 17:00 - 05.01.2024 18:00 (CET/CEST)","7","n/e","528","n/e","45","n/e","0","n/e","n/e","n/e","167","","645","n/e","n/e","698","n/e","n/e","1","9","n/e","0"
"BZN|SI","05.01.2024 18:00 - 05.01.2024 19:00 (CET/CEST)","8","n/e","529","n/e","45","n/e","0","n/e","n/e","n/e","119","","661","n/e","n/e","698","n/e","n/e","1","10","n/e","0"
"BZN|SI","05.01.2024 19:00 - 05.01.2024 20:00 (CET/CEST)","7","n/e","523","n/e","45","n/e","0","n/e","n/e","n/e","94","","549","n/e","n/e","699","n/e","n/e","4","10","n/e","0"
"BZN|SI","05.01.2024 20:00 - 05.01.2024 21:00 (CET/CEST)","7","n/e","520","n/e","43","n/e","0","n/e","n/e","n/e","94","","586","n/e","n/e","699","n/e","n/e","1","9","n/e","0"
"BZN|SI","05.01.2024 21:00 - 05.01.2024 22:00 (CET/CEST)","7","n/e","514","n/e","43","n/e","0","n/e","n/e","n/e","0","","553","n/e","n/e","698","n/e","n/e","1","10","n/e","0"
"BZN|SI","05.01.2024 22:00 - 05.01.2024 23:00 (CET/CEST)","7","n/e","483","n/e","35","n/e","0","n/e","n/e","n/e","0","","537","n/e","n/e","698","n/e","n/e","3","10","n/e","0"
"BZN|SI","05.01.2024 23:00 - 06.01.2024 00:00 (CET/CEST)","7","n/e","393","n/e","37","n/e","0","n/e","n/e","n/e","0","","561","n/e","n/e","699","n/e","n/e","2","10","n/e","0"
"BZN|SI","06.01.2024 00:00 - 06.01.2024 01:00 (CET/CEST)","7","n/e","311","n/e","39","n/e","0","n/e","n/e","n/e","0","","599","n/e","n/e","699","n/e","n/e","2","10","n/e","0"
